ComplaintText,Category,Urgency,Area,Latitude,Longitude
"Garbage pile-up at Gandhi Chowk Cross is attracting flies and rodents, bad smell.",Garbage,Medium,Gandhi Chowk Cross,15.394029,75.127151
"Waste not collected for days at KHB Colony Circle, bins overflowing onto the street.",Garbage,High,KHB Colony Circle,15.377886,75.102383
"Garbage pile-up at Siddeshwar Road Lane is attracting flies and rodents, bad smell.",Garbage,Medium,Siddeshwar Road Lane,15.351747,75.143597
Open dumping at Ramnagar Layout needs urgent cleaning and regular collection.,Garbage,Low,Ramnagar Layout,15.368495,75.133288
Open dumping at Ganeshpet Street needs urgent cleaning and regular collection.,Garbage,Low,Ganeshpet Street,15.334948,75.139511
"Waste not collected for days at Old Hubli Junction, bins overflowing onto the street.",Garbage,Low,Old Hubli Junction,15.349469,75.123387
"Waste not collected for days at Unkal Lake Park, bins overflowing onto the street.",Garbage,High,Unkal Lake Park,15.375579,75.134338
"Waste not collected for days at Shanti Nagar Block, bins overflowing onto the street.",Garbage,Low,Shanti Nagar Block,15.391773,75.143719
"Garbage pile-up at Dharwad Road Street is attracting flies and rodents, bad smell.",Garbage,High,Dharwad Road Street,15.384542,75.133072
Open dumping at KHB Colony Main Road needs urgent cleaning and regular collection.,Garbage,Low,KHB Colony Main Road,15.370352,75.093848
Open dumping at Patel Road needs urgent cleaning and regular collection.,Garbage,Low,Patel Road,15.361886,75.150345
Open dumping at Madhalawada Phase 2 needs urgent cleaning and regular collection.,Garbage,High,Madhalawada Phase 2,15.386497,75.141593
"Waste not collected for days at Jubilee Circle Junction, bins overflowing onto the street.",Garbage,Low,Jubilee Circle Junction,15.379328,75.126329
"Waste not collected for days at Sindgi Cross Phase 2, bins overflowing onto the street.",Garbage,High,Sindgi Cross Phase 2,15.35001,75.107905
"Waste not collected for days at Vasavi Colony Extension, bins overflowing onto the street.",Garbage,High,Vasavi Colony Extension,15.385841,75.103276
"Waste not collected for days at Vasavi Colony Circle, bins overflowing onto the street.",Garbage,Medium,Vasavi Colony Circle,15.379854,75.132744
"Waste not collected for days at Vidyagiri Circle, bins overflowing onto the street.",Garbage,Medium,Vidyagiri Circle,15.360642,75.141881
Open dumping at Gokul Complex Layout needs urgent cleaning and regular collection.,Garbage,Low,Gokul Complex Layout,15.356243,75.099267
Open dumping at Vidyanagar Phase 2 needs urgent cleaning and regular collection.,Garbage,Medium,Vidyanagar Phase 2,15.361427,75.116785
Open dumping at Basaveshwar Nagar Junction needs urgent cleaning and regular collection.,Garbage,Low,Basaveshwar Nagar Junction,15.340113,75.118852
Open dumping at Vidyanagar Layout needs urgent cleaning and regular collection.,Garbage,Medium,Vidyanagar Layout,15.372541,75.099077
"Waste not collected for days at RPF Road Phase 1, bins overflowing onto the street.",Garbage,Low,RPF Road Phase 1,15.375286,75.132357
"Garbage pile-up at Karnataka Bank Junction Market is attracting flies and rodents, bad smell.",Garbage,Low,Karnataka Bank Junction Market,15.366337,75.132334
"Waste not collected for days at Unkal Lake Market, bins overflowing onto the street.",Garbage,Medium,Unkal Lake Market,15.339451,75.141593
"Garbage pile-up at Deshpande Nagar Street is attracting flies and rodents, bad smell.",Garbage,Low,Deshpande Nagar Street,15.375759,75.111525
Open dumping at Shivalli Circle Main Road needs urgent cleaning and regular collection.,Garbage,Medium,Shivalli Circle Main Road,15.368812,75.12656
Open dumping at Madhalawada needs urgent cleaning and regular collection.,Garbage,High,Madhalawada,15.360195,75.099169
Open dumping at Sukhsagar Phase 2 needs urgent cleaning and regular collection.,Garbage,Low,Sukhsagar Phase 2,15.349903,75.108792
Open dumping at Gokul Road Bazaar needs urgent cleaning and regular collection.,Garbage,High,Gokul Road Bazaar,15.379131,75.121273
"Garbage pile-up at Rajiv Gandhi Circle Market is attracting flies and rodents, bad smell.",Garbage,Low,Rajiv Gandhi Circle Market,15.337416,75.118475
"Waste not collected for days at Patel Road Phase 2, bins overflowing onto the street.",Garbage,Medium,Patel Road Phase 2,15.378146,75.138941
Open dumping at KHB Colony Market needs urgent cleaning and regular collection.,Garbage,Low,KHB Colony Market,15.35518,75.148587
"Garbage pile-up at Mahadevapura Junction is attracting flies and rodents, bad smell.",Garbage,Medium,Mahadevapura Junction,15.339393,75.152431
Open dumping at Basaveshwar Nagar Market needs urgent cleaning and regular collection.,Garbage,High,Basaveshwar Nagar Market,15.366763,75.093851
"Garbage pile-up at Vidyagiri Main Road is attracting flies and rodents, bad smell.",Garbage,Medium,Vidyagiri Main Road,15.363327,75.135008
Open dumping at Sukhsagar Block needs urgent cleaning and regular collection.,Garbage,Low,Sukhsagar Block,15.363903,75.13061
"Waste not collected for days at Sana Market Phase 2, bins overflowing onto the street.",Garbage,Low,Sana Market Phase 2,15.392488,75.134006
"Waste not collected for days at Mahadevapura Block, bins overflowing onto the street.",Garbage,High,Mahadevapura Block,15.342807,75.104948
"Garbage pile-up at Bendre Layout Market is attracting flies and rodents, bad smell.",Garbage,Low,Bendre Layout Market,15.345993,75.095109
Open dumping at Sanjay Nagar Lane needs urgent cleaning and regular collection.,Garbage,High,Sanjay Nagar Lane,15.349207,75.144025
Open dumping at Rajiv Gandhi Circle Block needs urgent cleaning and regular collection.,Garbage,Medium,Rajiv Gandhi Circle Block,15.352755,75.121306
"Waste not collected for days at Shankar Sheth Road Colony, bins overflowing onto the street.",Garbage,High,Shankar Sheth Road Colony,15.344666,75.102645
"Waste not collected for days at Patel Road Main Road, bins overflowing onto the street.",Garbage,Low,Patel Road Main Road,15.362989,75.145088
"Garbage pile-up at Police Colony Main Road is attracting flies and rodents, bad smell.",Garbage,Medium,Police Colony Main Road,15.368866,75.14353
"Waste not collected for days at Bendre Layout, bins overflowing onto the street.",Garbage,High,Bendre Layout,15.372525,75.136286
"Waste not collected for days at Tilakwadi Colony, bins overflowing onto the street.",Garbage,Low,Tilakwadi Colony,15.37045,75.126758
"Garbage pile-up at Deshpande Nagar Lane is attracting flies and rodents, bad smell.",Garbage,Medium,Deshpande Nagar Lane,15.363866,75.128962
Open dumping at Sana Market Cross needs urgent cleaning and regular collection.,Garbage,Low,Sana Market Cross,15.386758,75.107414
Open dumping at Koppikar Road Layout needs urgent cleaning and regular collection.,Garbage,High,Koppikar Road Layout,15.369284,75.126695
Open dumping at Basaveshwar Nagar Junction needs urgent cleaning and regular collection.,Garbage,Medium,Basaveshwar Nagar Junction,15.3631,75.123187
"Waste not collected for days at Khanapur Road Phase 2, bins overflowing onto the street.",Garbage,Medium,Khanapur Road Phase 2,15.360874,75.10318
"Garbage pile-up at Karnataka Bank Junction Bazaar is attracting flies and rodents, bad smell.",Garbage,Medium,Karnataka Bank Junction Bazaar,15.360987,75.123958
Open dumping at Police Colony Phase 2 needs urgent cleaning and regular collection.,Garbage,Medium,Police Colony Phase 2,15.370826,75.144048
"Waste not collected for days at Sukhsagar Lane, bins overflowing onto the street.",Garbage,High,Sukhsagar Lane,15.352304,75.136183
Open dumping at Tilakwadi Park needs urgent cleaning and regular collection.,Garbage,Low,Tilakwadi Park,15.356315,75.121839
Open dumping at Kelgeri Lake Phase 1 needs urgent cleaning and regular collection.,Garbage,Medium,Kelgeri Lake Phase 1,15.376142,75.098672
"Garbage pile-up at Sanjay Nagar Main Road is attracting flies and rodents, bad smell.",Garbage,Medium,Sanjay Nagar Main Road,15.344079,75.123031
"Waste not collected for days at Rajiv Gandhi Circle Layout, bins overflowing onto the street.",Garbage,Low,Rajiv Gandhi Circle Layout,15.364324,75.107583
"Garbage pile-up at Gokak Road Phase 1 is attracting flies and rodents, bad smell.",Garbage,Low,Gokak Road Phase 1,15.356227,75.109148
"Garbage pile-up at Appa Ghar Circle is attracting flies and rodents, bad smell.",Garbage,Medium,Appa Ghar Circle,15.386268,75.123709
"Garbage pile-up at Mahadevapura Phase 2 is attracting flies and rodents, bad smell.",Garbage,Medium,Mahadevapura Phase 2,15.341538,75.107101
"Garbage pile-up at Gokak Road Colony is attracting flies and rodents, bad smell.",Garbage,Medium,Gokak Road Colony,15.39432,75.140593
"Garbage pile-up at Shivanahalli Street is attracting flies and rodents, bad smell.",Garbage,Low,Shivanahalli Street,15.368121,75.147279
Open dumping at Kinnal Road Phase 2 needs urgent cleaning and regular collection.,Garbage,Low,Kinnal Road Phase 2,15.340949,75.096525
"Waste not collected for days at Gandhinagar Block, bins overflowing onto the street.",Garbage,Low,Gandhinagar Block,15.380046,75.15198
Open dumping at Vasavi Colony Colony needs urgent cleaning and regular collection.,Garbage,Low,Vasavi Colony Colony,15.386203,75.099612
"Garbage pile-up at Gokak Road Colony is attracting flies and rodents, bad smell.",Garbage,Low,Gokak Road Colony,15.344723,75.100584
"Waste not collected for days at Ganeshpet Phase 1, bins overflowing onto the street.",Garbage,High,Ganeshpet Phase 1,15.352227,75.119991
"Waste not collected for days at Gandhi Chowk Bazaar, bins overflowing onto the street.",Garbage,Low,Gandhi Chowk Bazaar,15.340658,75.132326
"Garbage pile-up at Akash Nagar Lane is attracting flies and rodents, bad smell.",Garbage,High,Akash Nagar Lane,15.346813,75.151678
"Garbage pile-up at Shivanahalli Street is attracting flies and rodents, bad smell.",Garbage,Medium,Shivanahalli Street,15.383249,75.113979
"Garbage pile-up at Gandhi Chowk Street is attracting flies and rodents, bad smell.",Garbage,High,Gandhi Chowk Street,15.357046,75.138791
Open dumping at Vidyanagar Extension needs urgent cleaning and regular collection.,Garbage,Low,Vidyanagar Extension,15.343797,75.13871
"Garbage pile-up at Station Road Cross is attracting flies and rodents, bad smell.",Garbage,High,Station Road Cross,15.360429,75.148581
Open dumping at KHB Colony Junction needs urgent cleaning and regular collection.,Garbage,Low,KHB Colony Junction,15.356406,75.095286
"Garbage pile-up at Dharwad Road Main Road is attracting flies and rodents, bad smell.",Garbage,Low,Dharwad Road Main Road,15.365741,75.097675
"Waste not collected for days at Akash Nagar Phase 2, bins overflowing onto the street.",Garbage,Medium,Akash Nagar Phase 2,15.381042,75.119544
"Garbage pile-up at Shanti Nagar Lane is attracting flies and rodents, bad smell.",Garbage,Low,Shanti Nagar Lane,15.373188,75.147651
Open dumping at Koppikar Road Main Road needs urgent cleaning and regular collection.,Garbage,Low,Koppikar Road Main Road,15.382644,75.146049
"Waste not collected for days at Deshpande Nagar Layout, bins overflowing onto the street.",Garbage,Medium,Deshpande Nagar Layout,15.375552,75.126717
Open dumping at Gokul Complex Cross needs urgent cleaning and regular collection.,Garbage,Low,Gokul Complex Cross,15.389254,75.093974
Open dumping at Jubilee Circle Phase 2 needs urgent cleaning and regular collection.,Garbage,Low,Jubilee Circle Phase 2,15.343512,75.117736
"Garbage pile-up at Khanapur Road Main Road is attracting flies and rodents, bad smell.",Garbage,Low,Khanapur Road Main Road,15.372162,75.130591
Open dumping at Gandhinagar Layout needs urgent cleaning and regular collection.,Garbage,Medium,Gandhinagar Layout,15.38341,75.132425
"Garbage pile-up at Vasavi Colony Main Road is attracting flies and rodents, bad smell.",Garbage,Low,Vasavi Colony Main Road,15.339757,75.125746
Open dumping at Shanti Nagar Extension needs urgent cleaning and regular collection.,Garbage,Low,Shanti Nagar Extension,15.387493,75.124728
"Waste not collected for days at Ring Road Block, bins overflowing onto the street.",Garbage,Medium,Ring Road Block,15.3654,75.112235
Open dumping at Akash Nagar Circle needs urgent cleaning and regular collection.,Garbage,High,Akash Nagar Circle,15.336373,75.141296
"Waste not collected for days at Police Colony Park, bins overflowing onto the street.",Garbage,Medium,Police Colony Park,15.381149,75.137091
"Garbage pile-up at Gandhi Chowk Street is attracting flies and rodents, bad smell.",Garbage,Low,Gandhi Chowk Street,15.385195,75.109085
"Waste not collected for days at RPF Road Extension, bins overflowing onto the street.",Garbage,High,RPF Road Extension,15.380094,75.149981
"Waste not collected for days at KHB Colony Extension, bins overflowing onto the street.",Garbage,Low,KHB Colony Extension,15.335013,75.113839
Open dumping at Lamington Road Phase 2 needs urgent cleaning and regular collection.,Garbage,Low,Lamington Road Phase 2,15.368636,75.14716
Open dumping at Cotton Market Lane needs urgent cleaning and regular collection.,Garbage,Low,Cotton Market Lane,15.370433,75.11452
Open dumping at Jubilee Circle Park needs urgent cleaning and regular collection.,Garbage,Low,Jubilee Circle Park,15.377591,75.133846
"Waste not collected for days at Karnataka Bank Junction Cross, bins overflowing onto the street.",Garbage,Low,Karnataka Bank Junction Cross,15.349558,75.113171
"Garbage pile-up at Police Colony Cross is attracting flies and rodents, bad smell.",Garbage,Low,Police Colony Cross,15.356376,75.099379
"Waste not collected for days at Patel Road Bazaar, bins overflowing onto the street.",Garbage,Low,Patel Road Bazaar,15.339617,75.097232
"Waste not collected for days at Navanagar Block, bins overflowing onto the street.",Garbage,Medium,Navanagar Block,15.339384,75.134109
Open dumping at Shanti Nagar Street needs urgent cleaning and regular collection.,Garbage,Low,Shanti Nagar Street,15.381429,75.145821
"Waste not collected for days at Police Colony Block, bins overflowing onto the street.",Garbage,Low,Police Colony Block,15.394491,75.134841
Open dumping at Sanjay Nagar Park needs urgent cleaning and regular collection.,Garbage,Low,Sanjay Nagar Park,15.384129,75.102161
"Waste not collected for days at Navanagar Market, bins overflowing onto the street.",Garbage,Low,Navanagar Market,15.342463,75.135771
"Garbage pile-up at Court Road Phase 2 is attracting flies and rodents, bad smell.",Garbage,Low,Court Road Phase 2,15.362026,75.095456
Open dumping at Kelgeri Lake Market needs urgent cleaning and regular collection.,Garbage,Medium,Kelgeri Lake Market,15.391809,75.129596
